student_id,year,grade,attendance_category,attendance_rate,days_present,total_days,avg_score,score_std,min_score,max_score,iq_level,study_hours_per_week,student_type,has_tuition,has_learning_difficulty,failing_subjects,weak_subjects,homework_completion_rate,homework_on_time_rate,classwork_completion_rate,parent_engagement_score,parent_meeting_attendance_rate,lms_time_hours,lms_engagement_score,health_status,absences_due_to_sickness,health_incidents,attendance_risk_score,academic_risk_score,behavioral_risk_score,overall_risk_score,risk_level,risk_category,Buddhism_score,English_score,Geography_score,History_score,ICT_score,Mathematics_score,Science_score,Sinhala_score,had_intervention,intervention_type,intervention_effective
STU0028,2025,10,good,78.24,151,193,86.99,12.25,38.4,100.0,92,14.7,language_oriented,0,0,0,1,0.7194,0.5366,0.7423,0.7658,0.6667,110.75,0.7135,good,28,1,99.23,18.82,17.48,42.61,Medium,Medium Risk,97.23,89.86,88.92,97.19,85.8,70.19,81.77,95.64,0,None,0
STU0029,2023,8,good,62.5,125,200,68.02,13.97,12.4,98.7,114,18.7,balanced,0,1,1,0,0.7776,0.7038,0.8717,0.7703,0.6667,142.68,0.7662,excellent,39,0,100.0,32.24,32.99,52.76,High,High Risk,63.96,73.27,66.11,63.0,78.65,52.41,68.15,79.26,0,None,0
STU0029,2024,9,good,74.24,147,198,70.48,13.8,25.5,100.0,114,18.7,balanced,0,1,1,0,0.7692,0.7,0.8769,0.7703,0.6667,137.88,0.7662,excellent,23,1,87.03,31.42,32.95,48.49,Medium,Medium Risk,68.52,74.97,68.17,67.38,79.81,54.12,72.48,82.3,1,Tutoring,0
STU0029,2025,10,good,76.17,147,193,75.15,13.85,32.6,100.0,114,18.7,balanced,0,1,1,0,0.7721,0.7048,0.8735,0.7703,0.6667,149.33,0.7662,excellent,20,3,76.68,29.5,32.95,44.52,Medium,Medium Risk,75.16,79.23,75.0,71.89,85.25,58.71,75.51,85.19,0,None,0
STU0030,2023,8,good,79.5,159,200,85.06,12.42,33.0,100.0,103,5.5,science_oriented,1,0,1,0,0.8713,0.6765,0.9283,0.7398,0.6667,99.2,0.7059,good,23,2,83.35,23.55,33.93,44.08,Medium,Medium Risk,85.08,69.99,95.57,86.95,88.36,87.65,93.51,74.03,0,None,0
STU0030,2024,9,good,74.24,147,198,86.62,11.7,42.9,100.0,103,5.5,science_oriented,1,0,0,1,0.8718,0.6765,0.9231,0.7398,0.6667,116.7,0.7059,good,32,1,100.0,15.92,34.01,45.66,Medium,Medium Risk,86.53,76.2,96.02,88.48,88.54,89.68,92.62,75.45,0,None,0
STU0030,2025,10,good,78.76,152,193,88.83,10.59,49.7,100.0,103,5.5,science_oriented,1,0,0,1,0.8682,0.6768,0.9265,0.7398,0.6667,138.85,0.7059,good,22,2,80.87,15.1,33.95,39.55,Medium,Medium Risk,89.36,77.12,96.69,90.59,92.29,90.83,94.56,78.91,0,None,0
STU0031,2023,8,excellent,82.0,164,200,97.1,3.29,71.5,100.0,116,23.7,science_oriented,1,0,0,0,0.9485,0.8914,0.9691,0.6476,0.6667,177.03,0.95,excellent,15,0,57.6,2.19,9.35,20.6,Medium,Medium Risk,96.9,93.61,97.32,97.35,97.67,97.81,97.86,97.87,0,None,0
STU0031,2024,9,excellent,82.83,164,198,97.37,2.99,76.6,100.0,116,23.7,science_oriented,1,0,0,0,0.9487,0.8919,0.9692,0.6476,0.6667,129.45,0.95,excellent,14,1,54.02,2.08,9.34,19.48,Medium,Medium Risk,97.94,94.51,97.25,97.65,97.8,98.11,97.92,97.63,0,None,0
STU0031,2025,10,excellent,84.97,164,193,97.65,2.36,78.6,100.0,116,23.7,science_oriented,1,0,0,0,0.9473,0.8887,0.9684,0.6476,0.6667,113.32,0.95,excellent,14,2,52.52,1.99,9.38,19.0,Medium,Medium Risk,97.7,96.06,97.77,98.04,98.14,97.96,97.77,97.78,1,Academic Advising,0
STU0032,2023,8,good,74.5,149,200,86.37,12.88,46.9,100.0,121,10.7,language_oriented,0,0,0,1,0.6924,0.5796,0.7846,0.8351,0.6667,88.45,0.7916,below_average,45,2,100.0,19.6,13.86,42.29,Medium,Medium Risk,97.56,89.76,76.58,97.88,86.13,72.97,77.47,97.58,0,None,0
STU0032,2024,9,good,71.21,141,198,86.28,12.73,48.0,100.0,121,10.7,language_oriented,0,0,0,1,0.6923,0.5926,0.7846,0.8351,0.6667,98.02,0.7916,below_average,40,6,100.0,19.64,13.73,42.27,Medium,Medium Risk,97.25,91.72,77.32,97.41,86.05,74.7,75.45,97.76,0,None,0
STU0032,2025,10,good,69.43,134,193,86.33,12.78,37.2,100.0,121,10.7,language_oriented,0,0,0,1,0.693,0.5817,0.7842,0.8351,0.6667,97.57,0.7916,below_average,51,6,100.0,19.61,13.84,42.29,High,High Risk,97.12,90.91,78.31,97.36,86.91,74.87,75.53,97.68,0,None,0
STU0033,2023,8,at-risk,27.0,54,200,25.58,14.8,5.2,70.5,97,1.0,language_oriented,1,0,7,3,0.2818,0.2106,0.3129,0.3587,0.3333,26.1,0.2582,good,101,1,100.0,100.0,62.15,90.54,High,High Risk,37.28,45.52,11.95,31.09,14.75,15.34,14.81,38.36,0,None,0
STU0033,2024,9,at-risk,23.74,47,198,29.02,15.69,5.3,75.3,97,1.0,language_oriented,1,0,6,4,0.2821,0.1818,0.3077,0.3587,0.3333,7.97,0.2582,good,85,2,100.0,100.0,62.52,90.63,High,High Risk,40.85,48.0,12.9,35.85,19.39,17.59,17.24,43.4,0,None,0
STU0033,2025,10,at-risk,27.46,53,193,32.87,15.97,5.4,92.1,97,1.0,language_oriented,1,0,6,3,0.2806,0.1879,0.3107,0.3587,0.3333,23.72,0.2582,good,77,2,100.0,100.0,62.41,90.6,High,High Risk,46.82,52.27,18.22,40.71,24.69,20.95,21.72,48.13,1,Mentoring Program,1
STU0034,2023,8,moderate,65.0,130,200,90.84,8.54,52.3,100.0,103,14.4,balanced,0,0,0,0,0.6667,0.5386,0.7129,0.7019,0.6667,40.95,0.6536,average,54,3,100.0,10.33,20.08,39.67,High,High Risk,88.27,91.13,92.23,88.33,93.68,84.47,94.77,93.41,0,None,0
STU0034,2024,9,moderate,65.15,129,198,92.56,7.48,62.1,100.0,103,14.4,balanced,0,0,0,0,0.6667,0.5385,0.7077,0.7019,0.6667,87.38,0.6536,average,54,3,100.0,9.64,20.16,39.38,High,High Risk,90.74,93.12,93.16,89.96,95.5,86.88,96.01,95.4,1,Tutoring,0
STU0034,2025,10,moderate,60.1,116,193,94.02,6.87,50.9,100.0,103,14.4,balanced,0,0,0,0,0.6667,0.5395,0.7107,0.7019,0.6667,52.63,0.6536,average,61,2,100.0,9.06,20.1,39.1,High,High Risk,91.89,94.02,95.17,92.07,97.19,89.07,96.97,95.92,1,Counseling,1
STU0035,2023,8,excellent,77.5,155,200,95.79,5.57,68.6,100.0,100,24.8,balanced,0,0,0,0,0.8713,0.7742,0.9691,0.736,0.6667,178.08,0.95,average,35,2,100.0,4.26,8.75,34.1,Medium,Medium Risk,98.21,97.89,97.35,97.36,96.62,97.12,87.71,96.98,0,None,0
STU0035,2024,9,excellent,84.34,167,198,95.86,5.45,60.0,100.0,100,24.8,balanced,0,0,0,0,0.8718,0.7647,0.9692,0.736,0.6667,72.6,0.95,average,19,3,67.96,4.22,8.84,24.5,Medium,Medium Risk,98.08,97.66,97.33,97.43,97.11,95.92,88.5,96.87,1,Study Group,1
STU0035,2025,10,excellent,83.42,161,193,96.25,5.13,65.8,100.0,100,24.8,balanced,0,0,0,0,0.8682,0.7679,0.9684,0.736,0.6667,98.87,0.95,average,20,3,71.61,4.14,8.83,25.55,Medium,Medium Risk,97.95,97.48,97.91,97.73,97.44,96.83,89.15,97.69,1,Academic Advising,1
STU0036,2023,8,moderate,71.0,142,200,64.23,13.74,20.4,100.0,115,8.3,science_oriented,0,0,1,0,0.7518,0.5908,0.7846,0.6514,0.3333,90.6,0.5671,average,44,2,100.0,34.27,20.79,50.62,Medium,Medium Risk,76.84,59.13,75.63,60.92,70.66,60.11,53.31,64.35,0,None,0
STU0036,2024,9,moderate,73.23,145,198,65.37,13.74,24.6,100.0,115,8.3,science_oriented,0,0,1,0,0.7436,0.5862,0.7846,0.6514,0.3333,76.6,0.5671,average,41,4,100.0,33.98,20.83,50.5,Medium,Medium Risk,77.78,60.88,76.39,59.7,74.16,61.7,55.56,63.74,1,Academic Advising,1
STU0036,2025,10,moderate,65.8,127,193,66.19,14.24,28.1,100.0,115,8.3,science_oriented,0,0,1,0,0.7457,0.5883,0.7842,0.6514,0.3333,79.58,0.5671,average,49,2,100.0,33.61,20.82,50.33,High,High Risk,78.01,58.61,79.23,60.06,73.9,64.32,53.05,68.66,1,Academic Advising,1
STU0037,2023,8,excellent,86.0,172,200,89.47,10.07,44.9,100.0,113,19.2,science_oriented,1,0,0,1,0.7861,0.5759,0.8408,0.7581,0.6667,89.13,0.8633,good,15,2,54.8,16.49,13.52,27.24,Low,Low Risk,93.47,91.49,87.51,86.36,97.25,86.38,95.69,77.89,0,None,0
STU0037,2024,9,excellent,76.77,152,198,91.07,9.56,53.5,100.0,113,19.2,science_oriented,1,0,0,0,0.7949,0.5806,0.8462,0.7581,0.6667,115.42,0.8633,good,24,1,88.26,7.67,13.39,33.28,Medium,Medium Risk,92.05,93.03,91.16,88.85,97.42,88.49,96.99,79.11,0,None,0
STU0037,2025,10,excellent,84.46,163,193,92.48,8.52,52.6,100.0,113,19.2,science_oriented,1,0,0,0,0.7892,0.5776,0.8419,0.7581,0.6667,119.45,0.8633,good,20,2,70.88,7.22,13.48,27.89,Medium,Medium Risk,95.49,94.27,91.62,90.25,97.23,91.93,96.6,81.96,0,None,0
STU0038,2023,8,moderate,69.0,138,200,81.16,13.17,40.7,100.0,117,8.9,practical,1,0,0,1,0.6244,0.4928,0.6562,0.5464,0.3333,75.97,0.755,good,40,3,100.0,23.05,22.98,46.12,High,High Risk,64.04,97.16,83.91,80.71,78.72,87.21,77.15,76.97,0,None,0
STU0038,2024,9,moderate,69.7,138,198,84.31,12.28,36.7,100.0,117,8.9,practical,1,0,0,1,0.6154,0.5,0.6615,0.5464,0.3333,81.27,0.755,good,41,3,100.0,21.97,22.82,45.59,High,High Risk,72.1,97.17,84.69,83.07,83.4,89.83,80.23,80.46,0,None,0
STU0038,2025,10,moderate,67.36,130,193,86.26,11.16,47.9,100.0,117,8.9,practical,1,0,0,1,0.6232,0.4928,0.6577,0.5464,0.3333,82.3,0.755,good,41,5,100.0,21.03,22.95,45.2,High,High Risk,76.19,97.44,87.38,84.37,83.84,92.45,81.16,82.8,1,Study Skills Workshop,1
STU0039,2023,8,good,77.0,154,200,83.1,16.69,19.4,100.0,90,19.0,balanced,0,0,1,0,0.7089,0.6024,0.7335,0.8447,0.6667,150.15,0.8158,good,29,0,100.0,27.58,13.84,45.87,Medium,Medium Risk,88.93,85.51,70.67,92.79,92.99,54.42,94.71,92.25,0,None,0
STU0039,2024,9,good,80.3,159,198,86.6,15.41,36.0,100.0,90,19.0,balanced,0,0,0,1,0.7179,0.6071,0.7385,0.8447,0.6667,111.05,0.8158,good,19,5,70.79,19.0,13.72,33.22,Medium,Medium Risk,93.89,90.31,76.51,94.35,96.31,59.24,95.6,95.03,0,None,0
STU0039,2025,10,good,78.76,152,193,88.84,13.92,41.1,100.0,90,19.0,balanced,0,0,0,1,0.7101,0.6048,0.7368,0.8447,0.6667,136.52,0.8158,good,21,3,77.87,18.26,13.77,35.02,Medium,Medium Risk,95.7,92.27,81.72,96.61,96.81,63.24,96.76,96.28,0,None,0
STU0040,2023,8,good,76.5,153,200,79.28,16.62,19.6,100.0,75,15.1,language_oriented,1,0,1,0,0.7861,0.707,0.8665,0.7406,0.6667,140.7,0.95,below_average,39,1,100.0,27.57,10.87,45.12,Medium,Medium Risk,92.58,89.86,77.56,95.01,73.13,68.49,55.17,93.57,0,None,0
STU0040,2024,9,good,74.24,147,198,80.36,15.69,32.1,100.0,75,15.1,language_oriented,1,0,1,0,0.7949,0.7097,0.8615,0.7406,0.6667,85.57,0.95,below_average,45,2,100.0,26.96,10.92,44.86,Medium,Medium Risk,91.98,89.64,80.27,96.23,74.98,70.7,57.4,92.56,1,Parent Meeting,1
STU0040,2025,10,good,75.13,145,193,81.65,15.94,28.1,100.0,75,15.1,language_oriented,1,0,1,0,0.7892,0.7112,0.8632,0.7406,0.6667,105.0,0.95,below_average,35,5,100.0,26.56,10.88,44.67,Medium,Medium Risk,94.82,91.24,79.13,96.86,74.66,71.79,58.95,93.4,0,None,0
STU0041,2023,8,excellent,81.0,162,200,94.81,6.75,47.8,100.0,90,23.8,science_oriented,0,0,0,1,0.8291,0.7221,0.8871,0.6649,0.6667,159.08,0.95,good,19,0,70.3,13.49,11.92,30.14,Medium,Medium Risk,97.01,85.59,91.41,95.5,97.1,96.59,97.7,96.93,0,None,0
STU0041,2024,9,excellent,82.83,164,198,95.88,5.58,53.1,100.0,90,23.8,science_oriented,0,0,0,0,0.8205,0.7188,0.8923,0.6649,0.6667,76.28,0.95,good,21,0,75.02,5.24,11.88,27.83,Medium,Medium Risk,97.24,89.54,93.44,96.71,97.55,97.1,98.04,97.03,0,None,0
STU0041,2025,10,excellent,83.42,161,193,96.43,4.9,58.4,100.0,90,23.8,science_oriented,0,0,0,0,0.8248,0.7236,0.8893,0.6649,0.6667,74.6,0.95,good,19,2,68.61,4.93,11.88,25.77,Medium,Medium Risk,97.67,92.45,93.42,96.43,97.6,97.47,97.87,97.69,0,None,0
STU0042,2023,8,irregular,47.0,94,200,30.61,14.59,4.3,68.1,70,7.4,language_oriented,0,1,7,3,0.2818,0.2409,0.3129,0.5209,0.3333,23.28,0.5162,below_average,92,8,100.0,100.0,74.74,93.68,High,High Risk,47.67,33.69,21.85,37.61,11.31,26.22,27.34,43.77,0,None,0
STU0042,2024,9,irregular,49.49,98,198,34.68,15.29,4.8,76.2,70,7.4,language_oriented,0,1,6,3,0.2821,0.2727,0.3077,0.5209,0.3333,19.1,0.5162,below_average,72,7,100.0,100.0,74.5,93.62,High,High Risk,50.77,38.22,24.5,45.52,13.11,30.09,32.67,46.94,1,Mentoring Program,1
STU0042,2025,10,irregular,50.26,97,193,38.48,16.39,5.8,93.3,70,7.4,language_oriented,0,1,3,5,0.2806,0.2485,0.3107,0.5209,0.3333,28.38,0.5162,below_average,79,3,100.0,100.0,74.69,93.67,High,High Risk,56.36,39.56,28.35,49.3,14.62,35.05,37.12,52.77,1,Counseling,1
STU0043,2023,8,moderate,62.5,125,200,80.44,13.34,26.3,100.0,108,13.1,science_oriented,1,0,1,0,0.5815,0.4848,0.5846,0.6292,0.3333,98.03,0.8343,good,50,3,100.0,31.2,21.29,49.36,High,High Risk,88.83,70.02,87.33,63.13,91.28,85.61,80.86,77.73,0,None,0
STU0043,2024,9,moderate,57.58,114,198,82.55,12.71,32.1,100.0,108,13.1,science_oriented,1,0,1,0,0.5897,0.4783,0.5846,0.6292,0.3333,55.5,0.8343,good,48,3,100.0,30.19,21.35,48.92,High,High Risk,90.14,72.5,88.7,64.56,93.3,87.29,82.57,80.18,0,None,0
STU0043,2025,10,moderate,59.07,114,193,83.4,12.55,41.1,100.0,108,13.1,science_oriented,1,0,0,1,0.5876,0.4776,0.5842,0.6292,0.3333,42.72,0.8343,good,44,4,100.0,22.89,21.36,45.64,High,High Risk,91.98,73.89,89.44,66.58,93.18,88.43,83.81,80.54,0,None,0
STU0044,2023,8,excellent,86.5,173,200,96.44,4.62,66.9,100.0,119,16.6,science_oriented,1,0,0,0,0.897,0.7145,0.9129,0.7026,0.6667,104.65,0.95,good,17,4,60.45,3.48,10.86,22.42,Low,Low Risk,97.93,92.19,96.87,97.91,97.21,97.69,95.66,96.59,0,None,0
STU0044,2024,9,excellent,86.87,172,198,96.99,3.66,63.2,100.0,119,16.6,science_oriented,1,0,0,0,0.8974,0.7143,0.9077,0.7026,0.6667,157.28,0.95,good,16,2,57.19,3.25,10.94,21.36,Low,Low Risk,97.87,94.23,97.31,97.33,97.47,97.74,97.04,97.21,0,None,0
STU0044,2025,10,excellent,86.01,166,193,97.25,3.19,69.9,100.0,119,16.6,science_oriented,1,0,0,0,0.8946,0.7158,0.9107,0.7026,0.6667,133.55,0.95,good,18,1,63.79,3.21,10.88,23.3,Low,Low Risk,97.72,95.71,97.25,97.12,97.57,97.86,97.67,97.02,0,None,0
STU0045,2023,8,excellent,75.5,151,200,55.89,12.02,16.9,97.3,92,11.7,balanced,0,0,1,1,0.6924,0.5558,0.7026,0.7037,0.6667,128.1,0.6647,excellent,20,0,77.15,46.8,19.86,49.17,Medium,Medium Risk,61.28,52.87,71.84,63.88,53.27,49.25,51.23,52.72,0,None,0
STU0045,2024,9,excellent,81.82,162,198,60.46,12.93,20.6,100.0,92,11.7,balanced,0,0,1,0,0.6923,0.5556,0.7077,0.7037,0.6667,135.2,0.6647,excellent,18,1,66.73,36.97,19.79,41.6,Medium,Medium Risk,68.52,55.81,76.17,68.22,56.67,51.52,54.93,57.81,1,Study Group,1
STU0045,2025,10,excellent,79.79,154,193,64.3,12.43,23.3,100.0,92,11.7,balanced,0,0,1,0,0.693,0.557,0.7051,0.7037,0.6667,109.15,0.6647,excellent,20,3,74.15,35.42,19.81,43.13,Medium,Medium Risk,71.88,61.4,78.26,71.74,60.07,56.36,60.97,60.53,0,None,0
STU0046,2023,8,at-risk,21.0,42,200,15.66,7.33,4.3,46.9,83,2.4,balanced,0,0,10,1,0.2818,0.1828,0.3846,0.3042,0.0,18.37,0.1,excellent,76,0,100.0,100.0,64.82,91.2,High,High Risk,18.25,15.56,18.28,16.32,11.67,14.07,11.53,21.71,0,None,0
STU0046,2024,9,at-risk,23.23,46,198,15.14,7.43,4.0,50.9,83,2.4,balanced,0,0,10,0,0.2821,0.1818,0.3846,0.3042,0.0,19.98,0.1,excellent,68,1,100.0,100.0,64.83,91.21,High,High Risk,16.35,15.11,17.6,15.82,11.47,14.88,11.14,20.18,1,Counseling,0
STU0046,2025,10,at-risk,27.46,53,193,15.34,7.29,5.0,44.0,83,2.4,balanced,0,0,10,1,0.2806,0.1879,0.3842,0.3042,0.0,16.82,0.1,excellent,57,2,100.0,100.0,64.77,91.19,High,High Risk,17.46,15.56,19.59,14.2,11.88,14.71,11.19,20.75,1,Counseling,0
STU0047,2023,8,excellent,84.5,169,200,79.28,14.57,29.1,100.0,108,12.9,science_oriented,0,0,1,0,0.7346,0.6514,0.8,0.6913,0.6667,90.68,0.7004,good,19,2,67.85,28.59,17.15,37.51,Medium,Medium Risk,89.76,79.47,75.64,64.93,92.72,84.34,85.94,61.04,0,None,0
STU0047,2024,9,excellent,84.34,167,198,81.8,13.67,32.4,100.0,108,12.9,science_oriented,0,0,1,0,0.7436,0.6552,0.8,0.6913,0.6667,85.02,0.7004,good,15,1,55.96,27.41,17.12,33.4,Medium,Medium Risk,91.68,80.49,78.96,68.21,94.71,85.93,89.04,66.37,0,None,0
STU0047,2025,10,excellent,88.6,171,193,84.05,13.17,29.7,100.0,108,12.9,science_oriented,0,0,1,0,0.7365,0.6547,0.8,0.6913,0.6667,126.0,0.7004,good,14,2,49.98,26.65,17.12,31.27,Medium,Medium Risk,92.09,85.19,80.87,71.17,95.65,88.05,90.25,68.24,1,Study Group,0
STU0048,2023,8,moderate,66.5,133,200,68.09,14.81,28.3,100.0,96,8.4,practical,0,0,1,1,0.6409,0.5201,0.7382,0.6617,0.6667,55.87,0.7258,good,36,1,100.0,42.95,19.61,54.23,High,High Risk,58.95,67.12,87.56,68.99,71.59,49.01,76.42,68.76,0,None,0
STU0048,2024,9,moderate,64.14,127,198,70.53,15.19,28.0,100.0,96,8.4,practical,0,0,1,0,0.641,0.52,0.7385,0.6617,0.6667,107.95,0.7258,good,39,2,100.0,33.97,19.6,50.19,High,High Risk,60.95,68.07,88.95,69.57,74.51,50.12,79.24,72.41,1,Study Skills Workshop,0
STU0048,2025,10,moderate,61.14,118,193,71.87,14.71,29.3,100.0,96,8.4,practical,0,0,1,0,0.6403,0.5206,0.7368,0.6617,0.6667,92.03,0.7258,good,49,4,100.0,33.44,19.62,49.96,High,High Risk,63.76,71.13,91.48,72.76,76.1,52.26,79.65,73.51,1,Mentoring Program,0
STU0049,2023,8,moderate,70.5,141,200,68.73,16.51,17.4,100.0,123,3.1,balanced,0,0,1,1,0.7604,0.6632,0.8,0.6138,0.3333,84.07,0.5592,excellent,29,1,100.0,40.3,40.7,58.31,Medium,Medium Risk,48.59,53.72,80.1,67.13,57.9,69.96,78.63,86.74,0,None,0
STU0049,2024,9,moderate,67.17,133,198,70.88,16.42,19.4,100.0,123,3.1,balanced,0,0,1,0,0.7692,0.6667,0.8,0.6138,0.3333,90.12,0.5592,excellent,30,1,100.0,31.26,40.67,54.24,High,High Risk,51.02,56.62,83.35,70.77,60.32,73.17,78.56,86.77,0,None,0
STU0049,2025,10,moderate,68.91,133,193,72.84,15.78,20.9,100.0,123,3.1,balanced,0,0,1,0,0.7628,0.6667,0.8,0.6138,0.3333,68.3,0.5592,excellent,25,3,96.76,30.61,40.67,52.97,High,High Risk,53.46,59.83,84.08,70.57,62.35,73.83,82.18,89.21,1,Counseling,1
STU0050,2023,8,excellent,84.0,168,200,83.98,12.3,30.6,100.0,100,13.7,science_oriented,1,0,1,0,0.8805,0.8156,0.9643,0.7131,0.6667,130.6,0.95,excellent,15,3,56.2,23.8,8.87,29.78,Medium,Medium Risk,93.77,78.61,87.01,82.45,90.69,85.02,87.43,68.11,0,None,0
STU0050,2024,9,excellent,87.88,174,198,85.74,12.12,43.0,100.0,100,13.7,science_oriented,1,0,0,1,0.8718,0.8235,0.9692,0.7131,0.6667,76.43,0.95,excellent,13,3,47.48,16.27,8.71,23.74,Low,Low Risk,95.68,80.34,89.61,86.38,92.14,86.39,90.38,68.84,1,Academic Advising,1
STU0050,2025,10,excellent,88.08,170,193,87.62,11.69,34.5,100.0,100,13.7,science_oriented,1,0,1,0,0.8775,0.8199,0.9684,0.7131,0.6667,125.9,0.95,excellent,12,2,44.34,22.4,8.76,25.57,Medium,Medium Risk,96.42,82.65,91.1,87.31,92.95,88.18,90.99,73.66,0,None,0
STU0051,2023,8,excellent,86.0,172,200,93.28,7.94,56.1,100.0,94,19.8,science_oriented,0,0,0,0,0.9063,0.689,0.9846,0.6189,0.6667,103.08,0.95,average,21,4,72.8,4.56,11.71,26.82,Low,Low Risk,95.51,80.03,88.3,93.72,97.54,96.73,95.55,97.02,0,None,0
STU0051,2024,9,excellent,89.9,178,198,94.07,7.41,59.0,100.0,94,19.8,science_oriented,0,0,0,0,0.8974,0.6857,0.9846,0.6189,0.6667,154.38,0.95,average,14,6,49.07,4.42,11.75,19.65,Low,Low Risk,96.31,83.04,91.14,92.44,97.37,97.23,95.65,97.8,0,None,0
STU0051,2025,10,excellent,85.49,165,193,93.81,7.78,53.5,100.0,94,19.8,science_oriented,0,0,0,0,0.9038,0.6895,0.9842,0.6189,0.6667,150.07,0.95,average,17,4,61.16,4.4,11.71,23.25,Low,Low Risk,95.98,83.21,89.21,93.53,97.7,97.3,95.57,97.42,0,None,0
STU0052,2023,8,excellent,87.0,174,200,89.97,10.77,46.5,100.0,115,10.2,balanced,0,0,0,1,0.8633,0.6437,0.9335,0.7273,0.6667,102.28,0.8195,good,17,1,60.1,14.75,12.72,27.85,Low,Low Risk,97.84,85.02,92.95,95.15,97.62,83.75,79.73,93.61,0,None,0
STU0052,2024,9,excellent,79.8,158,198,90.56,9.99,47.0,100.0,115,10.2,balanced,0,0,0,1,0.8718,0.6471,0.9385,0.7273,0.6667,177.88,0.8195,good,26,1,92.14,14.34,12.61,37.25,Medium,Medium Risk,97.64,87.28,94.53,95.32,97.75,84.67,80.7,93.96,0,None,0
STU0052,2025,10,excellent,81.35,157,193,91.0,10.04,51.0,100.0,115,10.2,balanced,0,0,0,0,0.8682,0.6464,0.9368,0.7273,0.6667,151.08,0.8195,good,23,2,82.06,6.23,12.65,30.58,Medium,Medium Risk,97.89,87.08,95.49,95.43,97.62,84.38,81.68,95.04,0,None,0
STU0053,2023,8,irregular,31.0,62,200,38.62,12.16,7.3,79.0,102,8.1,language_oriented,1,0,4,6,0.2818,0.1828,0.3592,0.9134,0.6667,32.5,0.2731,average,86,3,100.0,100.0,30.42,82.6,High,High Risk,39.53,47.55,30.7,37.6,33.25,34.41,37.07,47.22,0,None,0
STU0053,2024,9,irregular,38.38,76,198,40.44,12.88,7.1,78.9,102,8.1,language_oriented,1,0,2,7,0.2821,0.1818,0.3538,0.9134,0.6667,29.58,0.2731,average,80,2,100.0,100.0,30.51,82.63,High,High Risk,43.16,51.07,33.36,36.36,35.71,35.29,38.6,49.81,0,None,0
STU0053,2025,10,irregular,37.31,72,193,43.83,12.75,7.0,91.1,102,8.1,language_oriented,1,0,2,6,0.2806,0.1879,0.3581,0.9134,0.6667,54.17,0.2731,average,79,2,100.0,100.0,30.38,82.6,High,High Risk,46.6,54.73,34.93,40.99,39.78,39.79,41.23,52.82,1,Study Skills Workshop,1
STU0054,2023,8,excellent,86.0,172,200,91.0,8.98,47.7,100.0,93,23.6,science_oriented,0,0,0,1,0.9148,0.72,0.9382,0.6812,0.6667,130.62,0.95,average,20,3,69.8,13.3,10.85,29.64,Low,Low Risk,92.0,90.57,84.75,83.4,96.76,90.67,97.08,90.35,0,None,0
STU0054,2024,9,excellent,91.92,182,198,92.96,7.82,52.5,100.0,93,23.6,science_oriented,0,0,0,0,0.9231,0.7222,0.9385,0.6812,0.6667,113.75,0.95,average,11,5,38.66,4.36,10.83,16.26,Low,Low Risk,95.61,92.06,87.76,86.88,97.21,92.86,97.58,92.32,0,None,0
STU0054,2025,10,excellent,86.53,167,193,95.08,5.77,65.2,100.0,93,23.6,science_oriented,0,0,0,0,0.9209,0.7239,0.9368,0.6812,0.6667,110.18,0.95,average,15,1,54.43,3.55,10.84,20.64,Low,Low Risk,96.65,95.56,92.16,90.31,97.43,95.05,97.35,94.78,0,None,0
STU0055,2023,8,good,81.5,163,200,79.36,15.8,28.3,100.0,114,7.4,science_oriented,0,0,1,0,0.7182,0.6305,0.8,0.778,0.6667,179.18,0.6167,excellent,19,2,69.95,28.89,36.88,43.21,Medium,Medium Risk,95.11,79.01,84.56,91.23,77.59,58.24,91.79,67.63,0,None,0
STU0055,2024,9,good,78.79,156,198,79.5,15.93,33.3,100.0,114,7.4,science_oriented,0,0,1,0,0.7179,0.6429,0.8,0.778,0.6667,87.05,0.6167,excellent,19,3,71.85,28.84,36.76,43.72,Medium,Medium Risk,94.25,80.57,85.03,91.87,79.61,56.88,90.17,67.76,1,Study Group,0
STU0055,2025,10,good,76.17,147,193,80.82,15.82,32.8,100.0,114,7.4,science_oriented,0,0,1,0,0.7194,0.6337,0.8,0.778,0.6667,165.9,0.6167,excellent,26,0,94.68,28.29,36.85,50.35,Medium,Medium Risk,94.68,82.94,87.09,94.16,80.24,57.48,91.55,68.18,0,None,0
STU0056,2023,8,good,80.0,160,200,62.47,13.5,25.2,100.0,93,11.5,science_oriented,0,0,1,0,0.7261,0.6118,0.7691,0.678,0.6667,170.7,0.6242,excellent,22,1,80.0,35.49,19.42,44.83,Medium,Medium Risk,84.22,63.28,52.87,61.87,62.09,54.96,69.11,55.69,0,None,0
STU0056,2024,9,good,80.3,159,198,66.59,13.2,30.3,100.0,93,11.5,science_oriented,0,0,1,0,0.7179,0.6071,0.7692,0.678,0.6667,83.47,0.6242,excellent,20,2,73.79,34.01,19.47,42.31,Medium,Medium Risk,87.09,64.77,58.76,65.64,65.73,59.78,73.79,61.15,1,Parent Meeting,1
