attendance,avg_marks,study_hours,homework_rate,screen_time,study_consistency,recommendation_1,recommendation_2,recommendation_3
66.5,66.3,18.4,51.2,6.6,16.5,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
54.6,59.3,9.2,89.1,5.4,34.2,Combo_LowStudy_LowConsistency,Attendance_Critical,ScreenTime_Critical
55.8,62.2,4.3,44.8,2.2,49.0,Attendance_Critical,StudyHours_Critical,General_Balanced
97.5,78.9,19.5,95.8,7.1,41.1,ScreenTime_Critical,Attendance_Success,StudyHours_Success
58.8,24.7,13.5,90.9,6.3,72.3,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
81.3,62.6,6.1,46.2,1.5,34.7,Combo_LowStudy_LowConsistency,Attendance_Warning,StudyHours_Critical
80.7,69.2,14.0,72.8,8.0,47.3,Attendance_Warning,ScreenTime_Critical,General_Balanced
68.6,72.8,2.3,95.6,4.1,77.8,Attendance_Critical,StudyHours_Critical,ScreenTime_Warning
52.3,48.1,8.5,58.6,2.1,76.9,Attendance_Critical,General_Balanced,General_Balanced
92.8,35.5,17.0,30.7,7.8,76.3,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Marks_Critical
77.9,68.3,6.6,83.4,4.9,70.2,Attendance_Warning,StudyHours_Critical,ScreenTime_Warning
93.7,47.3,10.8,67.8,7.5,57.4,Combo_HighScreen_LowHomework,ScreenTime_Critical,General_Balanced
95.3,32.5,7.6,30.2,2.0,15.9,Combo_LowStudy_LowConsistency,StudyHours_Critical,Marks_Critical
85.3,81.4,15.0,54.3,4.4,19.1,Combo_HighScreen_LowHomework,ScreenTime_Warning,Consistency_Warning
72.4,42.9,11.5,98.1,5.5,57.0,Attendance_Critical,ScreenTime_Critical,General_Balanced
87.7,74.7,7.2,91.6,3.2,26.8,Combo_LowStudy_LowConsistency,StudyHours_Critical,ScreenTime_Warning
91.2,86.4,7.1,91.5,5.0,96.2,StudyHours_Critical,ScreenTime_Critical,Marks_Success
58.7,50.5,6.7,63.2,2.6,45.1,Attendance_Critical,StudyHours_Critical,General_Balanced
58.5,31.2,6.5,54.5,7.8,89.0,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
93.3,89.1,18.2,39.6,4.0,87.7,Combo_HighScreen_LowHomework,ScreenTime_Warning,StudyHours_Success
60.1,67.9,16.9,80.7,2.1,61.2,Attendance_Critical,StudyHours_Success,General_Balanced
91.4,67.2,12.8,54.9,4.9,99.9,Combo_HighScreen_LowHomework,ScreenTime_Warning,Consistency_Success
94.4,70.9,12.0,52.0,1.3,87.6,Consistency_Success,General_Balanced,General_Balanced
96.8,79.6,2.1,87.4,4.9,77.0,StudyHours_Critical,ScreenTime_Warning,Attendance_Success
84.7,42.6,18.5,64.3,5.2,19.5,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Warning
84.7,69.4,14.7,87.4,5.2,29.6,Attendance_Warning,ScreenTime_Critical,Consistency_Warning
90.2,89.2,17.8,82.0,7.9,41.4,ScreenTime_Critical,StudyHours_Success,Marks_Success
84.2,23.0,11.7,83.0,3.5,26.9,Attendance_Warning,Marks_Critical,ScreenTime_Warning
72.4,69.4,11.5,60.9,5.0,68.2,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
84.8,51.3,9.8,71.4,3.2,24.6,Combo_LowStudy_LowConsistency,Attendance_Warning,ScreenTime_Warning
84.5,50.0,8.8,64.2,5.0,23.5,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Warning
64.3,77.5,4.1,53.7,1.7,29.1,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
81.0,57.8,8.1,79.4,3.2,35.1,Combo_LowStudy_LowConsistency,Attendance_Warning,ScreenTime_Warning
79.0,81.0,3.0,40.2,1.6,64.6,Attendance_Warning,StudyHours_Critical,Marks_Success
84.6,47.4,8.1,31.5,2.6,98.6,Attendance_Warning,Consistency_Success,General_Balanced
96.2,54.0,9.1,73.8,4.9,64.2,ScreenTime_Warning,Attendance_Success,General_Balanced
51.1,48.8,13.9,75.2,2.5,23.9,Combo_HighStudy_LowMarks,Attendance_Critical,Consistency_Warning
63.3,74.3,5.3,66.0,4.7,76.2,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
60.4,25.8,16.8,89.2,5.6,46.5,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
52.0,30.6,13.8,87.4,4.5,43.0,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
77.7,42.7,10.2,38.7,5.1,75.5,Combo_HighScreen_LowHomework,Attendance_Warning,ScreenTime_Critical
58.2,92.1,18.9,34.0,5.8,29.8,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
71.8,51.8,12.8,30.5,4.0,51.8,Attendance_Critical,ScreenTime_Warning,General_Balanced
80.5,41.8,12.5,50.2,4.2,68.0,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Warning
78.2,72.7,3.6,87.0,7.0,88.5,Attendance_Warning,StudyHours_Critical,ScreenTime_Critical
91.1,80.2,14.8,39.1,2.6,60.6,Marks_Success,General_Balanced,General_Balanced
77.7,50.2,12.8,57.0,5.0,92.7,Combo_HighScreen_LowHomework,Attendance_Warning,ScreenTime_Warning
59.5,35.5,14.0,58.5,1.1,19.7,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
66.8,32.2,13.6,52.9,2.9,28.9,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
63.9,75.3,4.0,60.7,3.6,27.6,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
61.8,35.3,5.8,40.4,1.8,46.0,Attendance_Critical,StudyHours_Critical,Marks_Critical
89.7,71.5,8.4,87.8,1.7,99.9,Consistency_Success,General_Balanced,General_Balanced
51.7,20.2,3.9,34.2,6.8,77.6,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
59.6,23.1,2.3,66.7,2.5,51.8,Attendance_Critical,StudyHours_Critical,Marks_Critical
97.5,94.7,2.5,43.5,4.0,25.0,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,StudyHours_Critical
79.3,43.8,16.7,43.2,1.0,22.6,Combo_HighStudy_LowMarks,Attendance_Warning,Consistency_Warning
97.9,94.8,3.5,47.9,6.2,72.4,Combo_HighScreen_LowHomework,StudyHours_Critical,ScreenTime_Critical
67.7,41.7,7.2,95.2,6.0,46.2,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
99.9,74.0,19.4,83.8,1.5,72.9,Attendance_Success,StudyHours_Success,General_Balanced
71.3,34.2,3.7,84.7,1.4,60.2,Attendance_Critical,StudyHours_Critical,Marks_Critical
79.1,86.3,3.8,68.8,6.1,86.4,Combo_HighScreen_LowHomework,Attendance_Warning,StudyHours_Critical
71.5,44.5,7.1,81.1,2.4,24.0,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
52.1,76.3,13.2,76.7,5.8,71.9,Attendance_Critical,ScreenTime_Critical,General_Balanced
77.7,88.1,2.2,84.0,1.3,65.2,Attendance_Warning,StudyHours_Critical,Marks_Success
81.2,41.7,17.4,86.7,6.4,66.7,Combo_HighStudy_LowMarks,Attendance_Warning,ScreenTime_Critical
78.2,35.3,4.0,39.5,3.3,24.8,Combo_LowStudy_LowConsistency,Attendance_Warning,StudyHours_Critical
99.5,31.4,14.4,39.5,1.3,52.6,Combo_HighStudy_LowMarks,Marks_Critical,Attendance_Success
63.7,78.5,3.2,42.5,5.8,59.9,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
93.4,92.6,7.9,91.1,5.7,67.5,StudyHours_Critical,ScreenTime_Critical,Marks_Success
84.1,88.8,2.3,30.7,1.9,53.2,Attendance_Warning,StudyHours_Critical,Marks_Success
99.2,57.7,13.5,64.3,2.9,65.0,Attendance_Success,General_Balanced,General_Balanced
86.5,92.1,16.1,66.4,7.4,22.7,Combo_HighScreen_LowHomework,ScreenTime_Critical,Consistency_Warning
62.0,87.7,5.5,66.3,3.4,70.2,Attendance_Critical,StudyHours_Critical,ScreenTime_Warning
69.4,66.0,11.2,65.5,7.6,96.6,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
61.9,80.4,10.3,36.1,2.2,46.5,Attendance_Critical,Marks_Success,General_Balanced
62.5,94.1,6.0,62.2,3.3,82.6,Attendance_Critical,StudyHours_Critical,ScreenTime_Warning
63.8,87.8,5.3,57.5,3.5,52.9,Attendance_Critical,StudyHours_Critical,ScreenTime_Warning
95.7,42.9,2.5,31.5,6.0,22.5,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,StudyHours_Critical
91.4,48.2,5.0,40.0,3.1,52.4,StudyHours_Critical,ScreenTime_Warning,General_Balanced
52.6,43.8,2.8,95.3,2.6,64.6,Attendance_Critical,StudyHours_Critical,General_Balanced
68.1,72.9,9.5,75.3,2.8,34.1,Combo_LowStudy_LowConsistency,Attendance_Critical,Consistency_Warning
92.5,94.2,9.0,75.4,1.1,17.2,Combo_LowStudy_LowConsistency,Consistency_Warning,Marks_Success
64.4,75.5,14.5,65.7,2.2,44.5,Attendance_Critical,General_Balanced,General_Balanced
67.2,42.2,6.1,98.6,2.0,67.7,Attendance_Critical,StudyHours_Critical,General_Balanced
64.1,58.9,9.5,46.0,2.8,61.7,Attendance_Critical,General_Balanced,General_Balanced
62.3,50.7,4.6,81.8,3.8,92.9,Attendance_Critical,StudyHours_Critical,ScreenTime_Warning
72.2,41.3,19.5,46.5,2.1,93.2,Combo_HighStudy_LowMarks,Attendance_Critical,StudyHours_Success
74.7,35.8,17.6,89.2,6.8,71.9,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
91.9,25.7,12.7,32.1,4.9,91.3,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Marks_Critical
91.5,91.9,7.3,97.7,4.1,53.1,StudyHours_Critical,ScreenTime_Warning,Marks_Success
92.5,25.1,12.6,36.6,3.3,88.8,Combo_HighStudy_LowMarks,Marks_Critical,ScreenTime_Warning
96.2,30.6,19.0,61.2,7.7,49.9,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Marks_Critical
61.2,83.3,6.8,76.8,2.9,76.8,Attendance_Critical,StudyHours_Critical,Marks_Success
69.0,66.8,8.2,92.9,2.6,15.1,Combo_LowStudy_LowConsistency,Attendance_Critical,Consistency_Warning
83.6,77.9,18.1,57.3,4.0,67.3,Combo_HighScreen_LowHomework,Attendance_Warning,ScreenTime_Warning
84.1,83.1,8.4,34.2,7.9,17.4,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Warning
89.6,91.2,17.0,44.9,3.3,62.5,ScreenTime_Warning,StudyHours_Success,Marks_Success
81.2,26.2,5.9,59.4,3.2,14.9,Combo_LowStudy_LowConsistency,Attendance_Warning,StudyHours_Critical
76.3,73.3,11.6,84.8,5.1,55.9,Attendance_Warning,ScreenTime_Critical,General_Balanced
58.6,52.0,4.3,58.6,1.1,32.9,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
99.6,92.2,19.2,51.3,5.2,49.1,Combo_HighScreen_LowHomework,ScreenTime_Critical,Attendance_Success
92.2,45.8,18.7,83.5,4.0,83.0,Combo_HighStudy_LowMarks,ScreenTime_Warning,StudyHours_Success
60.1,82.7,18.0,64.1,5.4,54.9,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
78.9,50.7,8.6,85.6,2.8,48.2,Attendance_Warning,General_Balanced,General_Balanced
54.5,55.8,14.3,75.5,3.3,84.5,Attendance_Critical,ScreenTime_Warning,Consistency_Success
95.1,79.8,9.8,87.6,4.6,69.8,ScreenTime_Warning,Attendance_Success,General_Balanced
50.6,88.0,8.4,39.2,2.8,68.3,Attendance_Critical,Marks_Success,General_Balanced
96.4,86.7,4.3,77.5,3.8,59.7,StudyHours_Critical,ScreenTime_Warning,Attendance_Success
55.5,86.0,17.0,38.6,4.3,17.1,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Warning
87.8,82.0,2.8,62.8,5.0,81.7,Combo_HighScreen_LowHomework,StudyHours_Critical,ScreenTime_Warning
65.0,30.1,6.7,90.8,6.8,84.8,Attendance_Critical,StudyHours_Critical,Marks_Critical
83.2,27.5,12.0,44.1,6.7,99.0,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Warning
76.4,35.4,14.6,97.7,6.4,99.5,Combo_HighStudy_LowMarks,Attendance_Warning,Marks_Critical
85.9,40.3,2.7,92.9,5.7,52.7,StudyHours_Critical,ScreenTime_Critical,General_Balanced
78.1,47.1,11.8,64.5,5.9,51.0,Combo_HighScreen_LowHomework,Attendance_Warning,ScreenTime_Critical
63.5,26.6,11.3,91.3,1.8,73.3,Attendance_Critical,Marks_Critical,General_Balanced
63.0,34.6,17.7,31.1,7.9,78.8,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Critical
65.0,44.0,10.5,100.0,6.5,45.8,Attendance_Critical,ScreenTime_Critical,General_Balanced
87.6,40.7,11.4,63.3,2.5,63.9,General_Balanced,General_Balanced,General_Balanced
69.3,23.1,19.0,70.5,1.2,34.3,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
90.8,26.0,15.6,56.8,7.8,77.9,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Marks_Critical
79.8,21.0,8.8,64.4,3.3,96.2,Attendance_Warning,Marks_Critical,ScreenTime_Warning
82.0,33.8,11.1,51.3,4.7,31.6,Combo_HighScreen_LowHomework,Attendance_Warning,Marks_Critical
63.4,74.8,13.8,56.4,6.1,18.5,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
65.3,26.2,12.1,91.3,2.7,40.7,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
75.8,80.3,17.8,85.0,8.0,31.6,Attendance_Warning,ScreenTime_Critical,Consistency_Warning
87.1,57.3,7.5,83.4,5.0,55.4,StudyHours_Critical,ScreenTime_Critical,General_Balanced
63.2,92.9,5.9,41.1,1.7,26.2,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
72.9,75.6,10.4,54.7,4.5,67.3,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Warning
63.9,51.9,16.1,87.6,5.0,11.4,Attendance_Critical,ScreenTime_Warning,Consistency_Warning
88.3,82.6,14.4,39.6,7.1,84.6,Combo_HighScreen_LowHomework,ScreenTime_Critical,Marks_Success
69.7,89.9,9.9,32.2,4.5,77.4,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Warning
82.3,91.3,13.9,88.5,3.6,74.8,Attendance_Warning,ScreenTime_Warning,Marks_Success
97.8,80.9,15.1,97.1,3.8,85.4,ScreenTime_Warning,Attendance_Success,StudyHours_Success
73.5,45.7,19.5,47.7,7.7,23.7,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Critical
84.7,56.3,3.0,96.5,1.1,42.6,Attendance_Warning,StudyHours_Critical,General_Balanced
75.0,50.7,14.4,89.9,5.9,27.2,Attendance_Warning,ScreenTime_Critical,Consistency_Warning
72.9,64.5,2.8,68.3,5.5,77.5,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
89.3,66.5,16.8,34.9,2.7,56.6,StudyHours_Success,General_Balanced,General_Balanced
97.6,22.2,7.7,60.6,6.4,97.1,Combo_HighScreen_LowHomework,StudyHours_Critical,Marks_Critical
77.1,84.5,6.6,63.4,1.5,15.6,Combo_LowStudy_LowConsistency,Attendance_Warning,StudyHours_Critical
83.9,21.7,15.6,86.0,3.0,41.8,Combo_HighStudy_LowMarks,Attendance_Warning,Marks_Critical
75.3,53.4,16.8,92.1,1.7,41.2,Attendance_Warning,StudyHours_Success,General_Balanced
68.0,69.0,5.9,85.5,2.4,98.1,Attendance_Critical,StudyHours_Critical,Consistency_Success
86.8,36.0,18.2,94.6,2.6,65.4,Combo_HighStudy_LowMarks,Marks_Critical,StudyHours_Success
89.0,51.2,14.6,87.9,5.5,38.0,ScreenTime_Critical,Consistency_Warning,General_Balanced
68.1,66.5,19.5,64.9,5.7,77.3,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
61.0,52.8,3.9,36.3,1.1,26.2,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
98.4,86.5,8.7,69.2,5.1,52.0,Combo_HighScreen_LowHomework,ScreenTime_Critical,Attendance_Success
71.6,43.0,11.0,82.7,1.1,52.6,Attendance_Critical,General_Balanced,General_Balanced
85.4,36.6,13.5,91.8,2.8,88.9,Combo_HighStudy_LowMarks,Marks_Critical,Consistency_Success
69.8,90.3,3.3,87.6,2.6,32.4,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
78.5,66.8,10.0,94.8,6.0,77.2,Attendance_Warning,ScreenTime_Critical,General_Balanced
76.7,29.7,8.7,69.2,1.2,59.3,Attendance_Warning,Marks_Critical,General_Balanced
88.5,55.8,8.8,66.7,5.7,68.6,Combo_HighScreen_LowHomework,ScreenTime_Critical,General_Balanced
89.5,68.0,18.8,99.4,5.3,45.6,ScreenTime_Critical,StudyHours_Success,General_Balanced
73.6,77.5,19.7,93.2,4.1,13.8,Attendance_Critical,ScreenTime_Warning,Consistency_Warning
56.3,62.9,13.0,83.2,2.0,68.3,Attendance_Critical,General_Balanced,General_Balanced
68.5,91.6,8.9,80.5,4.2,50.6,Attendance_Critical,ScreenTime_Warning,Marks_Success
56.5,85.3,5.0,77.6,7.0,21.0,Combo_LowStudy_LowConsistency,Attendance_Critical,StudyHours_Critical
80.5,61.8,17.9,70.4,1.4,43.9,Attendance_Warning,StudyHours_Success,General_Balanced
99.5,47.6,19.0,30.7,3.4,33.3,Combo_HighStudy_LowMarks,ScreenTime_Warning,Consistency_Warning
76.5,40.1,14.5,53.6,3.4,73.0,Combo_HighStudy_LowMarks,Attendance_Warning,ScreenTime_Warning
99.4,37.5,10.7,85.8,3.9,68.0,Marks_Critical,ScreenTime_Warning,Attendance_Success
80.7,52.6,5.0,91.4,3.3,91.3,Attendance_Warning,StudyHours_Critical,ScreenTime_Warning
75.8,92.2,5.0,93.4,5.2,91.6,Attendance_Warning,StudyHours_Critical,ScreenTime_Critical
99.1,72.2,14.6,79.4,7.3,91.4,ScreenTime_Critical,Attendance_Success,Consistency_Success
90.3,40.0,10.3,58.5,6.8,33.9,Combo_HighScreen_LowHomework,ScreenTime_Critical,Consistency_Warning
87.5,38.7,7.7,33.6,3.0,69.2,StudyHours_Critical,Marks_Critical,General_Balanced
76.2,54.3,14.1,63.2,3.3,23.9,Attendance_Warning,ScreenTime_Warning,Consistency_Warning
74.1,48.3,15.8,86.6,1.4,61.2,Combo_HighStudy_LowMarks,Attendance_Critical,StudyHours_Success
91.8,26.7,8.2,52.2,7.8,16.5,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Marks_Critical
84.0,89.7,10.0,48.3,7.4,83.0,Combo_HighScreen_LowHomework,Attendance_Warning,ScreenTime_Critical
64.6,42.5,11.0,78.1,1.2,31.5,Attendance_Critical,Consistency_Warning,General_Balanced
98.8,27.9,13.5,97.8,6.8,44.9,Combo_HighStudy_LowMarks,Marks_Critical,ScreenTime_Critical
83.1,67.4,17.9,74.0,2.1,82.9,Attendance_Warning,StudyHours_Success,Consistency_Success
87.7,89.2,6.1,34.7,8.0,10.1,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,StudyHours_Critical
84.3,83.8,13.3,90.0,5.6,28.3,Attendance_Warning,ScreenTime_Critical,Consistency_Warning
79.9,82.3,9.5,49.1,5.6,33.7,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Warning
74.4,65.4,7.3,77.1,3.4,76.3,Attendance_Critical,StudyHours_Critical,ScreenTime_Warning
68.4,64.0,14.4,64.0,7.4,28.3,Combo_HighScreen_LowHomework,Attendance_Critical,ScreenTime_Critical
74.2,48.6,14.4,36.3,2.4,67.6,Combo_HighStudy_LowMarks,Attendance_Critical,General_Balanced
61.2,79.6,12.0,31.9,2.7,84.1,Attendance_Critical,Consistency_Success,General_Balanced
69.4,32.0,17.5,82.5,3.7,92.4,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
70.0,31.1,10.8,87.4,5.4,43.5,Attendance_Critical,Marks_Critical,ScreenTime_Critical
74.5,87.0,19.4,77.3,3.6,36.8,Attendance_Critical,ScreenTime_Warning,Consistency_Warning
74.9,33.8,2.1,45.3,4.7,64.8,Combo_HighScreen_LowHomework,Attendance_Critical,StudyHours_Critical
50.1,53.6,14.8,91.8,7.3,62.3,Attendance_Critical,ScreenTime_Critical,General_Balanced
79.4,84.5,12.4,35.0,3.7,48.2,Attendance_Warning,ScreenTime_Warning,Marks_Success
60.5,38.9,13.9,98.5,2.1,99.0,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
90.1,41.9,6.4,96.1,6.9,69.5,StudyHours_Critical,ScreenTime_Critical,General_Balanced
76.8,51.1,5.5,46.4,2.1,83.5,Attendance_Warning,StudyHours_Critical,Consistency_Success
54.1,29.7,7.8,52.9,1.9,70.0,Attendance_Critical,StudyHours_Critical,Marks_Critical
84.3,81.9,11.3,48.9,3.0,41.9,Attendance_Warning,ScreenTime_Warning,Marks_Success
59.4,46.7,10.5,98.1,7.2,34.3,Attendance_Critical,ScreenTime_Critical,Consistency_Warning
87.3,78.4,10.4,88.5,5.3,67.6,ScreenTime_Critical,General_Balanced,General_Balanced
54.7,38.0,16.7,80.8,3.7,58.0,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
85.3,58.5,15.8,35.6,7.0,38.0,Combo_HighScreen_LowHomework,ScreenTime_Critical,Consistency_Warning
78.3,62.2,7.9,49.6,4.8,45.5,Combo_HighScreen_LowHomework,Attendance_Warning,StudyHours_Critical
58.9,42.9,15.0,90.7,7.6,62.7,Combo_HighStudy_LowMarks,Attendance_Critical,ScreenTime_Critical
68.3,82.9,14.1,77.0,2.9,36.2,Attendance_Critical,Consistency_Warning,Marks_Success
84.1,81.9,6.7,80.6,2.1,82.5,Attendance_Warning,StudyHours_Critical,Marks_Success
89.1,36.6,4.5,67.3,7.4,85.5,Combo_HighScreen_LowHomework,StudyHours_Critical,Marks_Critical
54.2,56.4,12.0,37.9,1.2,56.1,Attendance_Critical,General_Balanced,General_Balanced
86.9,49.0,9.0,44.1,7.2,26.6,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,ScreenTime_Critical
57.9,26.4,16.0,53.6,2.5,28.8,Combo_HighStudy_LowMarks,Attendance_Critical,Marks_Critical
97.3,24.6,7.7,83.9,4.7,26.6,Combo_LowStudy_LowConsistency,StudyHours_Critical,Marks_Critical
85.3,54.8,6.6,34.9,6.2,52.2,Combo_HighScreen_LowHomework,StudyHours_Critical,ScreenTime_Critical
98.1,22.4,9.5,51.7,2.1,62.2,Marks_Critical,Attendance_Success,General_Balanced
79.1,45.0,2.4,96.3,7.9,66.6,Attendance_Warning,StudyHours_Critical,ScreenTime_Critical
99.3,79.0,8.2,39.2,2.5,84.1,Attendance_Success,Consistency_Success,General_Balanced
83.0,27.9,17.9,85.3,3.7,56.2,Combo_HighStudy_LowMarks,Attendance_Warning,Marks_Critical
80.6,34.8,12.4,63.8,3.6,55.8,Combo_HighStudy_LowMarks,Attendance_Warning,Marks_Critical
78.1,88.9,8.4,95.3,1.9,37.2,Combo_LowStudy_LowConsistency,Attendance_Warning,Consistency_Warning
65.4,23.8,8.6,81.5,1.3,51.5,Attendance_Critical,Marks_Critical,General_Balanced
75.7,79.9,9.8,66.9,3.7,34.5,Combo_LowStudy_LowConsistency,Attendance_Warning,ScreenTime_Warning
67.1,65.7,18.9,94.5,4.2,42.7,Attendance_Critical,ScreenTime_Warning,StudyHours_Success
90.3,44.3,10.3,87.4,5.1,25.7,ScreenTime_Critical,Consistency_Warning,General_Balanced
56.5,67.8,13.9,84.5,6.0,88.6,Attendance_Critical,ScreenTime_Critical,Consistency_Success
81.7,57.1,3.0,33.1,6.1,39.5,Combo_LowStudy_LowConsistency,Combo_HighScreen_LowHomework,Attendance_Warning
73.8,53.4,7.8,88.4,6.3,85.8,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
59.2,89.1,12.2,57.2,1.6,77.7,Attendance_Critical,Marks_Success,General_Balanced
76.2,42.9,16.3,98.6,7.8,38.3,Combo_HighStudy_LowMarks,Attendance_Warning,ScreenTime_Critical
78.6,48.9,4.3,86.6,5.9,38.4,Combo_LowStudy_LowConsistency,Attendance_Warning,StudyHours_Critical
85.1,72.1,18.5,56.1,5.6,71.0,Combo_HighScreen_LowHomework,ScreenTime_Critical,StudyHours_Success
93.8,36.8,8.2,54.7,1.9,88.2,Marks_Critical,Consistency_Success,General_Balanced
58.5,67.8,13.7,55.7,3.1,42.8,Attendance_Critical,ScreenTime_Warning,General_Balanced
87.7,82.1,10.5,69.0,3.7,73.2,ScreenTime_Warning,Marks_Success,General_Balanced
60.4,61.4,7.4,89.4,5.6,72.8,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
98.0,67.0,8.8,88.6,7.5,63.1,ScreenTime_Critical,Attendance_Success,General_Balanced
52.6,79.6,2.4,86.5,7.4,93.6,Attendance_Critical,StudyHours_Critical,ScreenTime_Critical
53.5,81.7,8.5,59.2,1.9,49.0,Attendance_Critical,Marks_Success,General_Balanced
83.8,88.2,5.7,35.3,2.8,36.4,Combo_LowStudy_LowConsistency,Attendance_Warning,StudyHours_Critical
71.8,39.3,10.8,45.4,6.9,44.5,Combo_HighScreen_LowHomework,Attendance_Critical,Marks_Critical
76.5,66.6,4.1,48.1,2.2,54.3,Attendance_Warning,StudyHours_Critical,General_Balanced
97.0,39.0,7.2,83.2,2.7,81.2,StudyHours_Critical,Marks_Critical,Attendance_Success
59.6,67.6,3.4,51.1,3.9,67.8,Attendance_Critical,StudyHours_Critical,ScreenTime_Warning
54.3,73.5,16.5,81.8,5.6,63.5,Attendance_Critical,ScreenTime_Critical,StudyHours_Success
74.0,89.9,14.5,55.9,2.8,14.2,Attendance_Critical,Consistency_Warning,Marks_Success
88.2,50.2,4.9,35.1,2.5,26.3,Combo_LowStudy_LowConsistency,StudyHours_Critical,Consistency_Warning
85.5,87.2,6.5,80.3,7.7,96.6,StudyHours_Critical,ScreenTime_Critical,Marks_Success
75.7,68.8,9.8,80.2,7.0,58.9,Attendance_Warning,ScreenTime_Critical,General_Balanced
70.9,85.2,18.7,70.1,5.3,15.2,Attendance_Critical,ScreenTime_Critical,Consistency_Warning
82.8,63.1,18.7,31.3,2.3,20.4,Attendance_Warning,Consistency_Warning,StudyHours_Success
55.8,49.4,14.5,37.8,2.6,40.5,Combo_HighStudy_LowMarks,Attendance_Critical,General_Balanced
92.2,57.1,13.2,32.7,2.4,77.2,General_Balanced,General_Balanced,General_Balanced
63.3,71.4,16.4,95.1,2.8,41.4,Attendance_Critical,StudyHours_Success,General_Balanced
67.2,93.2,6.7,80.6,4.7,98.0,Attendance_Critical,StudyHours_Critical,ScreenTime_Warning
82.7,28.0,18.7,36.3,5.0,68.4,Combo_HighStudy_LowMarks,Combo_HighScreen_LowHomework,Attendance_Warning
